SEN,5,0,0:24815,21810,29936,27174,23942,23004,29184,26956,22414,25856,22233
SEN,5,0,1:22527,27824,28348,23449,26928,23654,28862,27947,27486,23625,25350
SEN,5,0,2:27331,26341,26440,22722,23491,27203,21653,23063,25515,28448,21540
SEN,5,0,3:28777,29445,26418,28054,29343,22351,27919,22200,23635,29685,25370
SEN,5,0,4:28224,22962,26939,25862,23358,28371,24825,23400,23116,24788,26327
SEN,5,0,5:24019,28012,22187,27705,23109,28363,29538,26296,22287,28837,27876
SEN,5,0,6:29099,27003,25089,21366,25268,24287,25234,29617,25002,29784,21816
SEN,5,0,7:25246,23847,25902,21787,24137,21962,24579,21316,22508,26581,22075
SEN,5,0,8:23058,29680,22411,25656,22263,23855,23332,28715,29259,23182,29073
SEN,5,0,9:29624,23231,23161,23731,24974,27314,26803,26371,25491,25847,26899
SEN,6,0,0:29734,29019,26207,25355,23440,29667,26089,28249,21928,28573,24399
SEN,6,0,1:25701,22868,25769,21656,21738,24698,21989,24319,27015,25206,23261
SEN,6,0,2:23159,25763,22654,23088,29041,25709,29053,26956,21779,25675,22785
SEN,6,0,3:23269,27831,29028,28568,27613,29083,26972,22816,21936,29168,21378
SEN,6,0,4:28969,27181,25174,28282,26418,24013,26202,24447,28061,23142,22498
SEN,6,0,5:28535,23881,25408,26185,26917,28510,27035,28737,22272,25265,27630
SEN,6,0,6:28726,25942,29693,29210,24700,23449,29816,24740,23904,27317,22038
SEN,6,0,7:26021,26489,28429,29430,21681,25374,27414,25316,26344,29781,27000
SEN,6,0,8:28724,26224,28468,23326,22997,25658,21543,22763,27272,24719,25327
SEN,6,0,9:25950,23505,29119,25294,29822,26648,21661,25245,27169,29259,28119
SEN,7,0,0:24220,27130,25208,25391,26231,29615,21816,29342,21625,25894,24237
SEN,7,0,1:26321,27514,26327,23999,22122,22915,21972,26343,29225,23198,22575
SEN,7,0,2:27589,24293,22191,22370,27698,26448,28154,24650,26566,27005,27734
SEN,7,0,3:22567,22421,23523,21996,23800,26985,26323,26027,27136,23280,23322
SEN,7,0,4:28318,23369,27795,23467,28636,24034,22803,25072,21487,29052,23005
SEN,7,0,5:23307,28289,25186,22516,24178,24947,22353,21830,23524,27097,26217
SEN,7,0,6:29447,24795,21583,24758,28346,27569,24180,29758,27112,23307,22041
SEN,7,0,7:25049,26406,23539,23018,29067,22984,26605,24857,21556,29746,21942
SEN,7,0,8:24510,21434,27109,23212,24732,21820,25308,27596,28920,22483,27211
SEN,7,0,9:26971,24068,21968,21519,24592,26506,24607,27780,22259,21936,26073
SEN,8,0,0:27037,22031,26103,22939,28062,29322,27446,24961,22697,26734,23929
SEN,8,0,1:28347,23345,26436,27677,22438,26453,29682,23457,28432,24967,21777
SEN,8,0,2:24425,21540,22352,25748,22347,21957,21722,27237,22960,21361,21938
SEN,8,0,3:25714,23839,23012,28196,22920,23326,26255,28232,21269,23055,21486
SEN,8,0,4:21960,24597,29817,22727,22940,28761,27482,21583,24001,29409,21424
SEN,8,0,5:25183,26221,29418,21359,23835,25684,24696,29484,27411,26711,29465
SEN,8,0,6:28763,24923,29779,24593,25520,24014,22741,23010,24206,25589,24159
SEN,8,0,7:22441,28724,29421,28026,22648,22095,28022,24834,28822,21391,24376
SEN,8,0,8:28369,24934,24678,25093,27588,27915,23284,24904,27764,25691,26037
SEN,8,0,9:23556,21477,27992,22367,26162,27782,27494,28697,22799,25984,26289
SEN,9,0,0:27356,28663,26322,22703,23234,25184,22648,24508,25197,27006,24845
SEN,9,0,1:27130,29462,24264,28977,23145,28260,29629,24903,28007,24026,28762
SEN,9,0,2:28215,29402,24608,23038,27987,28445,26679,22440,25251,21286,27499
SEN,9,0,3:25638,25535,24764,28177,28055,27911,26741,21459,26803,23448,23699
SEN,9,0,4:24830,25165,25016,28416,23180,28051,23325,22917,27656,26240,26535
SEN,9,0,5:24389,26686,25984,21325,29886,29039,21441,28651,24425,24968,28173
SEN,9,0,6:27079,25936,28949,29603,22113,24455,22359,24236,23116,22456,22726
SEN,9,0,7:24352,25768,23797,29600,25783,25314,24504,23680,23364,29507,23061
SEN,9,0,8:28524,29684,26070,25945,28128,27995,27964,24969,23064,24522,22820
SEN,9,0,9:23329,23206,27938,24524,29362,27362,21946,27893,24232,27420,25693
SEN,10,0,0:26891,25698,22141,25031,21687,22894,29404,29613,25436,22584,22259
SEN,10,0,1:25858,24233,28853,28350,25464,24100,22401,26023,28991,24764,29333
SEN,10,0,2:25523,24388,21539,22948,21979,23916,27504,27543,27167,24521,22113
SEN,10,0,3:25100,26264,23773,28472,22507,28556,23682,29873,28478,22830,23741
SEN,10,0,4:26795,26111,25762,24422,29885,23784,29456,26459,23145,24411,28453
SEN,10,0,5:22396,22641,24175,28648,25827,29611,24544,29707,29724,21676,27244
SEN,10,0,6:21785,24258,27954,23836,27133,27516,24206,23144,22588,21490,27915
SEN,10,0,7:28883,27079,24566,22208,27960,28476,22317,29072,27626,28979,22083
SEN,10,0,8:23644,23388,21867,22722,23346,23565,21313,26293,22555,25069,27730
SEN,10,0,9:29034,22571,21920,25613,24164,27100,25709,26687,24661,23080,28122

MPA,0,0,0:21951,25835,26448,25036,29931,28717,26685,29165,24956,23820,24670
MPA,0,0,1:29861,21890,26459,22056,29478,22879,27542,27389,29376,29405,28051
MPA,0,0,2:24365,29020,27634,26225,23801,27950,23014,26981,26677,24266,24863
MPA,0,0,3:25053,22856,26476,22635,23915,27777,24669,24093,27216,22153,23072
MPA,0,0,4:28072,27025,26892,24024,28333,26571,25539,28481,26202,25873,22866
MPA,0,0,5:23046,28809,24589,22592,23882,28046,21486,21487,24698,23523,23987
MPA,0,0,6:29215,28851,28465,25895,26940,27372,24537,27325,22029,22225,29383
MPA,0,0,7:27279,25861,23310,28818,21499,28060,25821,28237,26439,22479,27445
MPA,0,0,8:28265,24271,21808,21611,23642,27165,24147,24263,26629,21704,29678
MPA,0,0,9:25110,27850,29201,21293,28463,25533,27713,24856,27077,29429,23924
MAX,0,0,0:28081,29136,25481,27811,29596,28297,27999,22618,28702,26804,24278
MAX,0,0,1:24178,21418,22424,24519,28449,21455,27158,25804,27556,27717,22585
MAX,0,0,2:24277,28977,29559,29143,26126,29552,24406,27948,22163,28659,27060
MAX,0,0,3:21817,28292,29137,29472,25774,23793,21337,29584,26631,25604,24016
MAX,0,0,4:29577,22285,27699,28559,28214,22706,26387,23529,21491,25167,28536
MAX,0,0,5:23711,25343,28412,21821,22748,28638,26120,22230,21715,23291,27021
MAX,0,0,6:28440,23301,28858,22605,24739,29431,29779,27986,22126,21534,27102
MAX,0,0,7:21823,21397,26411,29990,26935,27474,24739,26125,22407,23735,25474
MAX,0,0,8:25165,27321,25192,27255,26964,28684,24554,22759,21822,24253,23763
MAX,0,0,9:28056,24784,25236,21969,28686,24289,26131,23236,26638,25539,23607
