SEN,5,0,0:25092,27662,21712,25180,26188,23718,27455,25189,22592,23207
SEN,5,0,1:28344,29209,21943,25100,28156,22735,25484,28683,24879,25110
SEN,5,0,2:25296,23601,28845,28424,27876,22435,24019,26297,21938,28723
SEN,5,0,3:21958,26367,21266,28097,22382,26589,25548,21864,25985,22115
SEN,5,0,4:26284,23190,21404,25177,28795,26435,23468,22014,22415,29657
SEN,5,0,5:27875,25276,21997,24313,23142,27691,25985,28461,24988,24974
SEN,5,0,6:21662,29842,23767,22076,24240,29405,26583,21896,24142,24526
SEN,5,0,7:22689,27654,21842,21654,27167,24577,22154,28954,22799,25877
SEN,5,0,8:21902,23960,29378,27606,22911,24498,28922,25942,25498,22239
SEN,5,0,9:27119,21503,24605,26566,27021,24744,29045,23673,26563,25987
SEN,6,0,0:29865,24185,24054,23938,26159,29716,23381,28094,28167,26829
SEN,6,0,1:27026,25179,26055,29464,22072,22401,26750,23977,27001,23762
SEN,6,0,2:29944,25700,26057,24806,25014,23340,22980,21843,27899,28790
SEN,6,0,3:25003,25124,23550,26586,21847,25010,25930,28666,22839,26090
SEN,6,0,4:26183,29265,23718,24983,22844,27161,28681,21266,22843,23635
SEN,6,0,5:29757,22053,24414,23914,27272,25637,26717,21417,23681,29518
SEN,6,0,6:25290,23165,23361,29148,27029,27619,28507,28442,24794,26669
SEN,6,0,7:25990,26432,23637,23380,28107,28499,23894,23041,28904,27875
SEN,6,0,8:28509,23420,27375,26598,29786,28238,29212,28928,22863,29611
SEN,6,0,9:26872,25933,21637,23899,28572,27359,29663,21388,28569,25647
SEN,7,0,0:24443,29062,27192,22188,23759,27381,28571,28471,23891,28963
SEN,7,0,1:28106,28313,28340,25484,25980,21853,27879,28401,26873,22698
SEN,7,0,2:22477,29959,28481,24223,25896,22747,24652,25527,27517,21609
SEN,7,0,3:21798,21734,23174,29943,26364,25780,25592,26444,24134,24681
SEN,7,0,4:21715,21462,28387,24303,28590,29373,28518,22851,25314,26381
SEN,7,0,5:21987,29648,29051,29277,29458,21860,27832,26319,26723,29880
SEN,7,0,6:27828,26713,29967,23025,28351,23981,27293,23161,23439,22238
SEN,7,0,7:27483,25576,27887,26450,27859,28750,28769,29044,25111,26093
SEN,7,0,8:27049,23927,22601,27849,29668,28397,25874,25386,27933,24847
SEN,7,0,9:25895,26270,28808,25180,27610,25210,29614,24448,22246,24527
SEN,8,0,0:24089,28224,25824,24641,25253,22698,29217,24643,23144,22985
SEN,8,0,1:27668,23634,23747,26291,23147,27400,24253,24618,27782,28836
SEN,8,0,2:24490,23797,27874,26246,28291,29598,22208,24569,27318,22885
SEN,8,0,3:24631,23133,21342,24766,22202,28570,25426,29864,28010,28232
SEN,8,0,4:26312,26147,29679,27856,25324,26041,25786,24959,25964,27156
SEN,8,0,5:27583,22214,23720,23230,22171,26357,26101,27466,26410,29957
SEN,8,0,6:24723,25055,27192,28868,27079,29679,28691,28218,27972,26942
SEN,8,0,7:24435,23886,27059,29050,24427,21801,22292,27939,29991,29465
SEN,8,0,8:21503,22811,23093,26542,27952,25003,25229,21342,22192,28160
SEN,8,0,9:25902,27530,22952,28235,29496,29202,25071,26934,28430,21340
SEN,9,0,0:23780,29455,29296,22203,23582,25855,23085,22117,26073,26482
SEN,9,0,1:23359,25015,21687,26786,29526,22951,29800,29931,26199,22721
SEN,9,0,2:27634,21901,27953,29423,23191,28471,27235,25565,23790,24430
SEN,9,0,3:29386,24029,28560,25586,27408,29757,26122,29093,25269,25345
SEN,9,0,4:27829,22069,22445,25120,24734,28623,29373,23669,28925,23490
SEN,9,0,5:28149,24361,27484,28842,28937,23696,21731,23877,26445,26946
SEN,9,0,6:25735,23844,27801,24801,28173,26872,27533,21261,22272,21301
SEN,9,0,7:21549,21244,28061,22313,24004,21921,23079,22037,26190,24973
SEN,9,0,8:23921,27025,25472,24247,26700,26887,29631,27433,25360,24172
SEN,9,0,9:24974,24423,24120,22130,22263,23349,26436,28350,29196,28103
MPA,0,0,0:24229,22239,22109,24144,23822,24334,23658,25985,23601,21651
MPA,0,0,1:25055,22680,24539,22841,26238,22005,24436,22988,21424,29367
MPA,0,0,2:24268,26326,23893,23252,27010,29748,24000,25900,28412,21612
MPA,0,0,3:25775,29386,24648,22055,26595,29314,24177,29746,25597,24290
MPA,0,0,4:23386,28150,29687,29572,26496,26992,21878,28561,29870,29866
MPA,0,0,5:29622,27535,28447,28661,26780,21735,28544,29673,28703,21372
MPA,0,0,6:28419,25770,27395,26073,23438,24398,27052,26474,29330,24179
MPA,0,0,7:24142,29991,26812,27476,24928,29907,24439,21376,21363,21577
MPA,0,0,8:29157,24884,24458,25651,27066,24941,26759,25530,23904,27468
MPA,0,0,9:27524,28157,21944,21942,29553,24548,24054,28800,23799,21539
MAX,0,0,0:25177,27858,26326,21408,24712,23192,29939,22752,25000,24469
MAX,0,0,1:22693,26137,29989,28788,22016,29086,27787,26743,22233,27112
MAX,0,0,2:29327,29603,28065,25814,26532,29307,26031,28579,25835,23683
MAX,0,0,3:22304,27982,27974,24579,29816,29232,29367,24214,22813,24767
MAX,0,0,4:24218,28659,21961,24889,27978,26735,28886,21863,29907,21723
MAX,0,0,5:25831,27402,29981,27617,26154,28532,25327,24630,24881,23509
MAX,0,0,6:21274,26564,27730,28216,23429,28360,28343,25501,24084,25465
MAX,0,0,7:25209,26864,25567,22659,26810,24367,29007,25462,22109,22279
MAX,0,0,8:24203,23900,25284,27002,22110,28882,24742,28213,25754,23223
MAX,0,0,9:23755,23193,29870,21355,29402,26343,29877,28284,25674,27601
